zip3,state_fips,state_name,state_abbv,omb_region_label,census_region_label
179,51,Virginia,VA,Region III,South:South Atlantic
621,47,Tennessee,TN,Region IV,South:East South Central
461,01,Alabama,AL,Region IV,South:East South Central
348,47,Tennessee,TN,Region IV,South:East South Central
260,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
220,36,New York,NY,Region II,Northeast:Middle Atlantic
378,06,California,CA,Region IX,West:Pacific
941,26,Michigan,MI,Region V,Midwest:East North Central
938,36,New York,NY,Region II,Northeast:Middle Atlantic
166,22,Louisiana,LA,Region VI,South:West South Central
537,17,Illinois,IL,Region V,Midwest:East North Central
840,51,Virginia,VA,Region III,South:South Atlantic
368,37,North Carolina,NC,Region IV,South:South Atlantic
826,48,Texas,TX,Region VI,South:West South Central
371,04,Arizona,AZ,Region IX,West:Mountain
868,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
293,06,California,CA,Region IX,West:Pacific
463,53,Washington,WA,Region X,West:Pacific
270,53,Washington,WA,Region X,West:Pacific
328,48,Texas,TX,Region VI,South:West South Central
244,37,North Carolina,NC,Region IV,South:South Atlantic
119,48,Texas,TX,Region VI,South:West South Central
411,12,Florida,FL,Region IV,South:South Atlantic
524,17,Illinois,IL,Region V,Midwest:East North Central
168,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
266,06,California,CA,Region IX,West:Pacific
651,39,Ohio,OH,Region V,Midwest:East North Central
183,48,Texas,TX,Region VI,South:West South Central
772,37,North Carolina,NC,Region IV,South:South Atlantic
692,51,Virginia,VA,Region III,South:South Atlantic
760,01,Alabama,AL,Region IV,South:East South Central
156,04,Arizona,AZ,Region IX,West:Mountain
963,17,Illinois,IL,Region V,Midwest:East North Central
783,51,Virginia,VA,Region III,South:South Atlantic
495,13,Georgia,GA,Region IV,South:South Atlantic
700,01,Alabama,AL,Region IV,South:East South Central
943,47,Tennessee,TN,Region IV,South:East South Central
140,22,Louisiana,LA,Region VI,South:West South Central
626,36,New York,NY,Region II,Northeast:Middle Atlantic
658,37,North Carolina,NC,Region IV,South:South Atlantic
241,06,California,CA,Region IX,West:Pacific
742,12,Florida,FL,Region IV,South:South Atlantic
897,17,Illinois,IL,Region V,Midwest:East North Central
186,26,Michigan,MI,Region V,Midwest:East North Central
460,13,Georgia,GA,Region IV,South:South Atlantic
918,48,Texas,TX,Region VI,South:West South Central
929,37,North Carolina,NC,Region IV,South:South Atlantic
818,51,Virginia,VA,Region III,South:South Atlantic
526,53,Washington,WA,Region X,West:Pacific
762,13,Georgia,GA,Region IV,South:South Atlantic
893,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
663,17,Illinois,IL,Region V,Midwest:East North Central
381,37,North Carolina,NC,Region IV,South:South Atlantic
691,36,New York,NY,Region II,Northeast:Middle Atlantic
399,22,Louisiana,LA,Region VI,South:West South Central
642,06,California,CA,Region IX,West:Pacific
544,48,Texas,TX,Region VI,South:West South Central
622,39,Ohio,OH,Region V,Midwest:East North Central
224,17,Illinois,IL,Region V,Midwest:East North Central
509,47,Tennessee,TN,Region IV,South:East South Central
659,47,Tennessee,TN,Region IV,South:East South Central
971,26,Michigan,MI,Region V,Midwest:East North Central
590,01,Alabama,AL,Region IV,South:East South Central
300,01,Alabama,AL,Region IV,South:East South Central
721,26,Michigan,MI,Region V,Midwest:East North Central
188,06,California,CA,Region IX,West:Pacific
226,51,Virginia,VA,Region III,South:South Atlantic
588,22,Louisiana,LA,Region VI,South:West South Central
829,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
836,17,Illinois,IL,Region V,Midwest:East North Central
563,04,Arizona,AZ,Region IX,West:Mountain
972,47,Tennessee,TN,Region IV,South:East South Central
654,48,Texas,TX,Region VI,South:West South Central
886,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
560,13,Georgia,GA,Region IV,South:South Atlantic
235,06,California,CA,Region IX,West:Pacific
857,39,Ohio,OH,Region V,Midwest:East North Central
960,17,Illinois,IL,Region V,Midwest:East North Central
393,12,Florida,FL,Region IV,South:South Atlantic
558,01,Alabama,AL,Region IV,South:East South Central
465,48,Texas,TX,Region VI,South:West South Central
396,51,Virginia,VA,Region III,South:South Atlantic
904,53,Washington,WA,Region X,West:Pacific
942,12,Florida,FL,Region IV,South:South Atlantic
134,26,Michigan,MI,Region V,Midwest:East North Central
505,22,Louisiana,LA,Region VI,South:West South Central
108,22,Louisiana,LA,Region VI,South:West South Central
842,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
961,36,New York,NY,Region II,Northeast:Middle Atlantic
285,53,Washington,WA,Region X,West:Pacific
593,47,Tennessee,TN,Region IV,South:East South Central
650,13,Georgia,GA,Region IV,South:South Atlantic
306,48,Texas,TX,Region VI,South:West South Central
508,22,Louisiana,LA,Region VI,South:West South Central
843,22,Louisiana,LA,Region VI,South:West South Central
303,36,New York,NY,Region II,Northeast:Middle Atlantic
165,22,Louisiana,LA,Region VI,South:West South Central
967,48,Texas,TX,Region VI,South:West South Central
655,17,Illinois,IL,Region V,Midwest:East North Central
736,48,Texas,TX,Region VI,South:West South Central
382,13,Georgia,GA,Region IV,South:South Atlantic
771,01,Alabama,AL,Region IV,South:East South Central
245,36,New York,NY,Region II,Northeast:Middle Atlantic
471,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
989,26,Michigan,MI,Region V,Midwest:East North Central
877,51,Virginia,VA,Region III,South:South Atlantic
737,26,Michigan,MI,Region V,Midwest:East North Central
790,39,Ohio,OH,Region V,Midwest:East North Central
389,51,Virginia,VA,Region III,South:South Atlantic
367,06,California,CA,Region IX,West:Pacific
479,01,Alabama,AL,Region IV,South:East South Central
257,53,Washington,WA,Region X,West:Pacific
269,13,Georgia,GA,Region IV,South:South Atlantic
798,37,North Carolina,NC,Region IV,South:South Atlantic
832,47,Tennessee,TN,Region IV,South:East South Central
975,22,Louisiana,LA,Region VI,South:West South Central
564,47,Tennessee,TN,Region IV,South:East South Central
194,48,Texas,TX,Region VI,South:West South Central
155,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
124,06,California,CA,Region IX,West:Pacific
202,12,Florida,FL,Region IV,South:South Atlantic
510,04,Arizona,AZ,Region IX,West:Mountain
854,04,Arizona,AZ,Region IX,West:Mountain
851,37,North Carolina,NC,Region IV,South:South Atlantic
939,26,Michigan,MI,Region V,Midwest:East North Central
647,53,Washington,WA,Region X,West:Pacific
325,39,Ohio,OH,Region V,Midwest:East North Central
703,04,Arizona,AZ,Region IX,West:Mountain
672,01,Alabama,AL,Region IV,South:East South Central
238,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
786,47,Tennessee,TN,Region IV,South:East South Central
506,36,New York,NY,Region II,Northeast:Middle Atlantic
320,47,Tennessee,TN,Region IV,South:East South Central
200,39,Ohio,OH,Region V,Midwest:East North Central
769,13,Georgia,GA,Region IV,South:South Atlantic
768,04,Arizona,AZ,Region IX,West:Mountain
557,17,Illinois,IL,Region V,Midwest:East North Central
291,34,New Jersey,NJ,Region II,Northeast:Middle Atlantic
435,17,Illinois,IL,Region V,Midwest:East North Central
358,53,Washington,WA,Region X,West:Pacific
889,37,North Carolina,NC,Region IV,South:South Atlantic
